subject_id,group,area,gender,progread12,progread23,progread13,progread34,progread14,readres2,readres3,readres4,readres34,age1,age2,age3,age4,aptgram1,aptgram2,aptgram3,aptgram4,aptinfo1,aptinfo2,aptinfo3,aptinfo4,blocks1,b1extau1,b1extau2,b1extau3,b1extau4,b1exto1,b1exto2,b1exto3,b1exto4,b1exnt1,b1exnt2,b1exnt3,b1exnt4,b1retau1,b1retau2,b1retau3,b1retau4,b1reto1,b1reto2,b1reto3,b1reto4,b1rent1,b1rent2,b1rent3,b1rent4,b2extau2,b2extau3,b2extau4,b2exto2,b2exto3,b2exto4,b2exnt2,b2exnt3,b2exnt4,b2retau2,b2retau3,b2retau4,b2reto2,b2reto3,b2reto4,b2rent2,b2rent3,b2rent4,celf1,celf2,celf3,celf4,deap1,deap2,eowpvt1,eowpvt2,eowpvt3,eowpvt4,erbnw1,erbnw2,erbnw3,erbnw4,erbto1,erbto2,erbto3,erbto4,erbword1,erbword2,erbword3,erbword4,lsammax1,lsammax2,lsammlu1,lsammlu2,lsamint1,lsamint2,lsamun1,lsamun2,lsamto1,lsamto2,nonword1,nonword2,nonword3,nonword4,blending1,blending2,blending3,blending4,rowpvt1,rowpvt2,rowpvt3,rowpvt4,spphon1,spphon2,spraw1,spraw2,spraw3,spraw4,spphon3,spphon4,trog1,trog2,trog3,trog4,yarcewr1,yarcewr2,yarcewr3,yarcewr4,yarclet1,yarclet2,yarclet3,yarclet4,yarcsi1,yarcsi2,yarcsi3,yarcsi4,deappin1,deappvo1,deappfi1,deappav1,deappin2,deappvo2,deappfi2,deappav2,deappin3,deappvo3,deappfi3,deappav3,deappin4,deappvo4,deappfi4,deappav4,ewrswr1,ewrswr2,ewrswr3,ewrswr4,ewrswr4new,tascore1,tascore2,tachang1,tachang2,behav1,behav2,behav3,behav4,attend1,attend2,attend3,attendto,attendall,sdq,agespeak,vision,hearing,earinf,numchil,mumocc,dadocc,agebooks,@_merge,trogz,rowpvt1z,reclangz,booklevel_t1,booklevel_t4,words_t1,words_t4,b2extau1,b2exto1,b2exnt1,b2retau1,b2reto1,b2rent1,hearing_c,mumedupost16,dadedupost16,bedtimeread,othertimeread
ID_CFB7EDE1000B5989,1,1,2,0,4,4,6,10,-3.2553858757019043,-3.400578260421753,-0.26430309225352566,3.778552259374772,84,91,99,104,5,8,8,15,15.5,14.0,16.5,25.5,17,7,8,9,19,16,16,18,29,9,8,9,10,16,16,18,20,24,27,28,32,8,11,10,12,6,16,,8,20,,2,4,,18,20,,27,29,,9,9,,17,16,17,17,,,34,37,39,42,11,7,9,10,25,18,24,25,14,11,15,15,5,6,2.57,2.65,91.58,86.61,44,48,90,106,1,0,0,4,3,9,6,7,33,48,56,54,0,0,0,0,0,0,19,69,13,14,21,25,4,4,8,14,24,24,28,30,0,0,0,0,66.67,96.23,66.67,76.52,68.18,96.3,65.08,76.52,78.8,100.0,74.6,84.5,75.8,100.0,70.0,81.9,4,4,8,14,14,1,1.0,0,0,2.42,2.72,2.75,,81,47,33,128,161,12,,1,1,,4,3,6,,3,0.13784784078598022,-0.17925381660461426,-0.020702987909317017,-2,5,2,50,,,,,,,,5.0,5.0,7.0,3.0
ID_38462F4362F28BF6,1,1,2,2,-1,1,,,-0.9823358654975891,-5.698340892791748,,,76,83,92,,4,10,1,,8.0,9.5,6.0,,5,0,3,3,,3,5,9,,1,2,6,,5,11,10,,12,18,16,,7,7,6,,0,0,,1,1,,1,1,,10,9,,18,14,,8,5,,2,4,11,,,,20,19,22,,4,6,4,,10,15,9,,6,9,5,,3,6,1.8,2.02,76.47,75.0,20,37,27,83,0,0,0,,3,4,3,,20,28,27,,0,0,0,0,0,,0,0,10,14,6,,0,2,1,,17,22,5,,0,0,0,,73.02,96.08,68.33,79.14,66.67,96.3,66.67,76.55,69.7,85.9,58.7,71.4,,,,,0,2,1,,,1,1.0,0,0,1.83,1.55,2.17,,62,10,0,72,72,11,,1,1,1,3,3,5,3,3,-0.5825183391571045,-1.1398353576660156,-0.8611768484115601,,,,,,,,,,,1,5.0,2.0,5.0,5.0
ID_3362BB405E72A4DE,1,1,2,2,1,3,1,4,-0.9823358654975891,-3.698340892791748,-5.733377568160492,-1.0199173134111879,99,106,114,119,4,6,4,7,13.5,12.0,15.5,21.5,11,4,6,9,12,9,11,15,20,5,5,6,8,14,11,16,20,20,20,26,30,6,9,10,10,3,11,11,4,14,14,1,3,3,9,14,17,15,21,23,6,7,6,7,3,7,7,,,19,27,24,23,5,5,7,8,12,9,20,16,7,4,13,8,5,6,1.76,2.25,52.59,76.98,33,38,65,115,0,0,0,0,4,3,5,3,32,32,31,45,0,0,0,0,0,0,0,14,18,13,12,13,0,2,3,4,8,20,25,25,0,2,0,0,57.58,94.12,33.33,61.68,62.12,94.44,41.27,65.94,63.6,96.5,41.3,67.1,51.5,89.5,42.9,63.3,0,2,3,4,4,1,1.0,0,0,1.17,1.5,1.08,,77,60,75,137,212,7,,1,1,1,2,9,8,,3,1.3384581804275513,-0.25314468145370483,0.5426567792892456,,,,,,,,,,,1,,,4.0,5.0
ID_0D60E282E4368506,1,1,1,13,5,18,2,20,9.81287670135498,10.774981498718262,9.868428288769733,-0.7454268513817339,77,84,93,98,2,10,5,4,10.0,17.5,19.5,12.5,11,1,10,5,8,5,17,15,17,4,7,10,9,4,13,15,14,11,22,24,24,7,9,9,10,8,12,9,10,16,14,2,4,5,18,16,21,26,24,10,8,8,31,11,14,15,13,,,15,25,38,36,2,7,8,8,9,17,19,21,7,10,11,13,5,4,1.97,1.62,75.27,77.53,32,32,69,73,0,0,3,1,7,7,6,7,32,36,46,42,0,8,0,0,0,0,11,39,16,11,12,16,3,16,21,23,17,30,28,32,0,0,0,0,54.55,100.0,31.75,62.1,58.73,100.0,50.0,69.58,53.0,100.0,49.2,67.4,59.0,96.5,53.9,69.8,3,16,21,23,23,1,1.0,0,0,2.33,2.55,2.08,,66,76,38,142,180,14,,1,1,0,1,9,9,,3,0.8582140207290649,-0.25314468145370483,0.30253466963768005,-2,10,8,110,,,,,,,1,3.0,0.0,6.0,7.0
ID_AB1D90B3FB1C0E06,1,1,1,7,-4,3,3,6,4.017663955688477,-3.698340892791748,-3.733377568160492,0.9800826865888121,74,81,89,94,0,0,0,4,3.0,6.0,4.0,11.5,0,1,2,2,4,2,3,3,8,1,1,1,4,6,8,12,15,12,14,17,20,6,6,5,5,1,4,4,1,4,5,0,0,1,9,7,8,11,13,14,2,6,6,1,7,9,5,,,10,16,10,24,2,2,4,4,2,3,8,8,0,1,4,4,1,2,1.0,1.1,75.0,45.83,1,9,3,11,0,3,0,0,6,4,3,6,11,31,30,30,0,0,0,0,0,0,0,0,5,8,14,7,0,7,3,6,14,25,25,25,0,0,0,0,59.26,100.0,37.04,65.43,53.33,76.47,76.67,68.82,50.0,87.7,30.1,55.9,57.5,75.4,38.0,56.9,0,7,3,6,6,1,1.0,0,1,1.92,2.42,1.5,,74,42,48,116,164,17,5,1,1,1,2,,,6,3,-1.7831286191940308,-1.8048533201217651,-1.793990969657898,,,,,,,,,,,1,0.0,,4.0,4.0
ID_2CC2F82D0FCFE6F2,1,1,2,5,9,14,-2,12,1.8811391592025757,6.950540542602539,2.001159669792991,-4.543896424167693,77,84,92,98,4,3,5,6,10.0,11.0,18.0,22.0,20,5,9,7,10,15,17,15,18,10,8,8,8,12,16,13,17,17,23,21,28,5,7,8,11,6,7,13,10,11,18,4,4,5,8,10,18,13,21,29,5,11,11,7,5,10,14,,,30,32,33,33,6,5,5,4,12,9,14,15,6,4,9,11,4,3,1.87,2.25,32.94,18.42,15,4,28,9,5,2,0,2,6,6,3,10,25,28,29,46,0,39,0,1,0,0,24,53,10,19,9,21,2,7,16,14,14,30,24,23,0,0,0,0,51.52,98.15,33.33,61.0,51.52,81.48,74.6,69.2,54.5,87.7,23.8,55.3,48.5,84.2,17.5,50.0,2,7,16,14,14,1,1.0,0,0,2.25,2.25,1.08,,86,88,75,174,249,12,12,1,1,1,2,3,2,4,3,-0.5825183391571045,-0.7703809142112732,-0.6764496564865112,-2,7,41,81,,,,,,,1,3.0,0.0,6.0,3.0
ID_813B490FC8BB8C47,1,1,1,6,3,9,-1,8,-0.12241072952747345,-5.774069309234619,-7.83902109523038,-5.11583375643721,111,118,126,131,23,26,20,21,32.0,37.5,31.0,27.5,20,13,13,17,19,23,24,26,30,10,11,9,11,22,21,23,23,33,32,35,35,11,11,12,12,11,11,16,18,21,24,7,10,8,22,23,19,34,34,30,12,11,11,17,18,18,17,,,59,67,68,70,17,17,18,14,35,33,35,31,18,16,17,17,5,7,2.31,2.77,90.77,91.67,46,71,60,147,4,6,5,6,10,9,10,9,61,68,74,82,92,92,7,6,6,6,89,90,22,24,21,27,29,30,30,30,23,31,32,32,5,9,7,11,89.39,100.0,95.24,94.88,92.42,100.0,92.06,94.83,92.4,98.2,92.0,94.2,92.0,100.0,91.6,94.5,46,52,55,54,54,1,1.0,0,0,1.58,1.41,1.0,,76,68,55,144,199,3,27,1,0,0,1,3,3,3,3,2.2989463806152344,1.8896909952163696,2.0943186283111572,,,,,,,,,,,0,5.0,6.0,6.0,4.0
ID_3A84C99825942B74,1,1,1,3,7,10,1,11,-1.4158482551574707,-0.3850865960121155,-1.520736569648919,-2.1484877058098153,88,95,103,108,8,6,11,11,15.5,18.5,22.0,25.0,20,4,12,11,14,10,20,19,23,6,8,8,9,15,19,15,19,25,27,26,29,10,8,11,10,6,12,,9,15,,3,3,,16,17,,26,23,,10,6,,12,13,17,18,,,32,35,55,56,9,8,13,16,21,17,30,32,12,9,17,16,5,5,2.1,2.26,81.74,73.85,51,47,103,97,0,2,0,2,7,9,8,7,44,42,47,56,0,39,0,0,0,1,40,61,17,13,15,19,21,24,28,27,17,28,28,29,0,3,5,8,78.79,96.3,71.43,82.17,83.33,100.0,57.14,80.16,71.2,100.0,69.8,80.3,74.2,100.0,66.6,80.3,21,24,31,32,32,1,1.0,0,0,1.3,1.67,1.33,,78,65,77,143,220,15,27,1,1,0,3,2,2,2,3,1.098336100578308,0.6335459351539612,0.865941047668457,,,,,,,,,,,1,9.0,9.0,6.0,4.0
ID_19C6CBBCE88E2E9A,1,1,2,1,-1,0,0,0,-1.9823359251022339,-6.698340892791748,-9.733377568160492,-1.8989990570827635,80,87,96,101,9,21,17,14,17.5,20.0,17.0,19.0,19,5,8,12,9,9,14,19,17,4,6,7,8,17,19,19,14,26,28,30,23,9,9,11,9,8,17,21,9,22,31,1,5,10,21,18,24,29,29,36,8,11,12,13,12,13,8,,,16,29,40,34,13,7,17,11,28,20,32,24,15,13,15,13,10,6,3.41,3.26,87.5,97.35,51,47,99,111,0,1,0,0,4,7,2,3,41,49,29,63,0,2,0,0,0,0,0,0,10,16,22,14,0,1,0,0,9,12,18,21,0,0,0,0,89.39,100.0,88.33,92.57,77.27,96.3,79.37,84.31,89.4,100.0,80.9,90.1,84.8,100.0,85.7,90.2,0,1,0,0,0,2,2.0,0,1,1.33,1.5,1.67,,71,58,32,129,161,9,12,1,0,0,1,2,2,1,3,-0.5825183391571045,0.4118732511997223,-0.0853225439786911,-2,1,0,10,,,,,,,0,12.0,10.0,7.0,5.0
ID_8413271B08C42A8A,1,1,1,0,2,2,2,4,-3.323648452758789,-5.576137542724609,-6.3970344732767845,-0.1811416551824203,77,83,91,97,5,13,9,13,13.0,16.5,16.5,22.5,10,2,6,10,10,7,14,18,18,5,8,8,8,10,16,15,15,19,23,26,25,9,7,11,10,6,10,10,9,15,15,3,5,5,16,15,16,22,23,24,6,8,8,1,11,11,15,,,26,33,33,46,12,12,10,12,26,28,26,26,14,16,16,14,5,7,3.05,2.62,75.8,86.03,54,55,119,118,0,1,0,3,6,5,4,5,30,48,50,51,0,0,0,0,0,0,0,0,16,14,15,14,5,5,7,9,10,20,15,20,0,0,0,0,78.79,98.04,87.04,87.96,75.76,96.3,74.6,82.22,87.8,100.0,88.9,92.2,81.8,100.0,73.0,84.9,5,5,7,9,9,1,1.5,0,1,1.64,1.27,2.58,,72,58,54,130,184,14,36,1,0,0,2,4,1,6,3,0.8582140207290649,-0.40092647075653076,0.2286437749862671,3,5,0,50,,,,,,,0,0.0,2.0,5.0,3.0
ID_D10B1DFC891AECC3,1,1,1,9,3,12,15,27,5.471564292907715,3.8971846103668213,16.20477138365344,12.294879234061074,86,93,102,107,12,19,12,20,25.0,27.0,24.5,27.5,20,13,17,15,18,22,29,25,30,9,12,10,12,20,20,21,20,29,30,31,30,9,10,10,10,10,13,12,16,19,18,6,6,6,22,22,23,30,32,33,8,10,10,15,18,16,17,,,39,58,53,74,13,16,16,16,28,33,33,32,15,17,17,16,12,8,3.83,3.24,83.19,94.12,62,73,111,149,0,4,5,5,3,9,7,10,52,59,66,72,0,30,0,0,1,2,63,77,19,26,23,25,8,17,20,27,16,28,27,30,4,9,9,10,80.3,88.89,80.95,83.38,77.78,96.3,75.44,83.17,68.1,100.0,66.6,78.2,78.7,100.0,76.2,84.9,8,17,20,35,35,1,1.0,0,0,1.73,1.67,1.17,,82,81,66,163,229,7,,1,1,1,2,2,2,6,3,1.5785801410675049,1.2246730327606201,1.4016265869140625,,,,,,,,,,,1,6.0,7.0,7.0,4.0
ID_7FD1FE37B9E590AA,1,1,2,2,17,19,5,24,-1.1188608407974243,11.950540542602539,14.00115966979299,2.254573148618266,76,83,91,96,1,7,8,9,12.0,17.0,13.5,20.0,17,2,10,11,10,7,16,19,18,5,6,8,8,18,16,23,21,28,25,32,31,10,9,9,10,7,10,12,10,13,20,3,3,8,15,20,16,26,32,25,11,12,9,12,12,12,12,,,32,32,44,42,9,14,10,15,25,31,23,32,16,17,13,17,5,5,2.12,2.53,80.95,80.0,39,27,70,43,0,0,5,6,6,5,8,7,53,42,51,61,0,0,0,0,0,2,15,74,19,15,16,19,2,4,21,26,26,22,27,31,0,0,5,8,72.73,96.3,68.25,79.09,72.73,100.0,66.67,79.8,71.2,100.0,68.3,79.8,74.2,100.0,69.8,81.33,2,4,21,26,26,2,2.0,1,0,1.33,1.5,1.08,,64,79,77,143,220,8,,1,1,0,3,4,1,4,3,1.5785801410675049,1.298563838005066,1.4385719299316406,-2,11,10,160,,,,,,,1,,,7.0,4.0
ID_99F65DB036BF0062,1,1,2,0,1,1,-1,0,-2.9823358058929443,-5.698340892791748,-9.733377568160492,-2.939305142525572,117,125,133,138,6,12,7,10,14.5,22.0,19.5,19.0,12,5,5,7,6,9,11,16,14,4,6,9,8,10,13,14,14,29,20,22,20,9,7,8,6,5,8,10,8,9,13,3,1,3,14,15,15,18,23,20,4,8,5,4,4,13,10,,,28,34,21,32,9,11,11,17,23,25,26,33,14,14,15,16,6,7,2.09,2.53,92.0,92.71,43,46,94,91,0,0,0,0,4,3,4,5,41,26,42,48,0,0,0,0,0,,0,0,13,9,12,13,0,0,1,0,1,6,12,15,0,0,0,0,81.82,90.74,74.6,82.39,74.24,96.3,82.54,84.36,77.3,100.0,71.2,82.8,77.3,100.0,80.0,83.0,0,0,1,0,0,2,2.0,0,0,1.0,1.0,1.0,,64,47,59,111,170,11,,,,,,,,,3,0.13784784078598022,0.4118732511997223,0.27486056089401245,-2,4,0,15,,,,,,,,,,,
ID_48D18C3D9657BB2E,1,1,2,1,3,4,4,8,-1.9823359251022339,-2.698340892791748,-1.733377568160492,1.939776601146004,68,75,84,88,1,2,5,5,0.0,3.0,2.0,8.0,2,2,3,3,4,4,8,9,10,2,5,6,6,3,7,10,11,6,13,16,18,3,6,6,7,2,4,4,4,6,6,2,2,2,9,13,10,12,20,17,3,7,7,0,0,6,9,,,8,13,17,15,12,12,10,14,19,25,27,29,7,13,17,15,5,4,1.89,2.05,75.36,49.4,26,27,53,45,,0,4,4,0,5,10,9,14,20,15,24,0,0,0,0,0,0,0,0,3,11,8,8,0,1,4,8,3,10,21,22,0,0,0,0,77.78,100.0,75.0,84.26,74.24,100.0,74.6,82.95,87.9,96.5,74.6,86.1,81.8,100.0,82.5,88.1,0,1,4,8,8,1,1.0,0,0,2.17,3.6,2.36,,45,43,0,88,88,23,,,,,,,,,3,-2.2633726596832275,-1.5831806659698486,-1.923276662826538,,,,,,,,,,,,,,,
ID_6EDB399D0EF29223,1,1,2,2,6,8,2,10,-2.4158482551574707,-2.3850865364074707,-2.520736569648919,-1.0678755349241988,90,98,106,111,4,11,8,6,14.0,15.5,20.5,18.5,9,7,8,7,9,14,16,14,17,7,8,8,8,12,15,15,18,17,23,22,26,5,8,7,8,2,7,8,4,10,13,2,3,5,15,13,16,25,22,23,10,9,7,11,15,13,14,,,36,34,36,45,9,9,11,,16,20,22,,7,11,11,,4,4,2.09,1.59,77.91,45.07,37,22,73,35,2,0,0,5,5,9,8,6,44,33,61,43,25,46,0,2,1,3,59,82,9,10,12,15,21,23,27,29,21,26,25,30,2,9,4,5,63.5,92.9,60.0,72.1,65.15,87.04,61.9,71.36,,,,,65.2,92.9,74.6,77.6,21,23,29,31,31,1,1.33,0,2,2.08,1.42,1.67,,53,23,41,76,117,8,16,1,0,0,2,6,1,6,3,-0.8226403594017029,0.6335459351539612,-0.09454721212387085,,,,,,,,,,,0,,,,
ID_6A6949F4D8DF458C,1,2,2,7,2,9,0,9,4.017663955688477,2.301659107208252,-0.7333775681604919,-2.2617538260680368,105,113,121,126,10,9,11,19,17.0,15.5,22.5,28.0,17,9,7,9,8,16,13,17,17,7,6,8,9,9,17,15,19,15,28,24,28,6,11,9,9,8,12,14,9,16,19,1,4,5,16,20,20,24,29,30,8,9,10,9,8,10,13,,,30,28,28,46,14,10,14,15,31,28,32,29,17,18,18,14,5,6,2.66,2.58,96.87,97.96,44,39,85,93,1,0,3,3,4,10,9,8,48,31,38,53,0,0,0,0,0,0,57,37,12,18,18,17,0,7,9,9,16,24,26,25,0,0,0,0,80.3,96.3,77.78,84.79,77.27,98.04,76.67,83.99,80.3,100.0,84.1,88.1,87.3,100.0,83.3,90.2,0,7,9,9,9,1,1.0,0,0,1.33,1.83,1.25,1.08,84,76,75,160,235,10,24,1,1,0,2,4,1,12,3,-0.10227420926094055,0.9291094541549683,0.41341763734817505,-2,11,1,78,,,,,,,1,8.0,5.0,7.0,3.0
ID_469A93CB9230F04B,1,2,1,8,0,8,-1,7,4.881139278411865,0.9505404233932495,-2.998840330207009,-3.3020599115108444,101,108,117,122,4,1,5,5,19.0,17.0,21.5,18.5,22,4,10,9,9,11,18,19,19,7,8,10,10,12,16,18,15,20,26,28,26,8,10,10,11,7,8,8,13,13,13,6,5,5,15,19,19,24,29,27,9,10,8,9,9,10,15,,,32,40,37,46,5,2,2,7,10,7,6,15,5,5,4,8,7,3,1.85,1.48,97.96,80.0,37,24,87,49,0,0,0,0,6,6,7,5,37,43,44,60,0,0,0,0,0,0,0,0,11,13,20,15,2,10,10,9,13,18,17,12,0,0,0,0,62.12,100.0,43.86,68.66,53.33,92.59,43.86,63.26,50.0,96.5,52.4,66.3,57.6,96.5,39.7,64.6,2,10,10,9,9,2,3.0,0,0,2.25,2.17,1.33,1.42,81,76,28,157,185,14,30,1,1,1,2,6,1,12,3,-0.34239625930786133,0.11630972474813461,-0.11304326355457306,,,,,,,,,,,1,5.0,2.0,6.0,3.0
ID_96D9B562E7952B85,1,2,2,7,12,19,13,32,4.017663955688477,12.301658630371094,22.266622431839508,10.335185319503882,64,71,78,84,2,2,9,14,9.5,17.0,15.0,31.0,16,5,17,11,16,13,23,21,25,8,6,10,9,12,19,21,22,23,27,31,30,11,8,10,8,4,10,13,7,14,19,3,4,6,12,18,15,18,27,26,6,9,11,11,11,15,16,,,31,37,44,42,13,14,14,18,30,30,32,36,17,16,18,18,10,8,3.28,3.74,93.6,99.53,63,61,151,202,1,0,4,3,6,9,10,10,46,52,54,58,0,7,0,0,1,3,75,80,12,20,16,21,0,7,19,24,20,24,32,29,2,0,8,6,73.33,100.0,87.04,86.79,83.33,100.0,70.18,84.5,84.1,100.0,73.3,85.8,81.9,100.0,74.6,85.5,0,7,19,24,32,1,1.0,0,0,1.08,1.17,1.08,1.08,91,84,66,175,241,9,28,1,0,0,2,4,1,12,3,-0.10227420926094055,0.7813276648521423,0.3395267128944397,-2,14,0,190,,,,,,,0,7.0,7.0,7.0,2.0
ID_D3DBE7AA50BE4C53,1,2,2,13,2,15,4,19,8.379364013671875,4.088235378265381,6.081069287281306,0.52906361064772,70,77,85,91,14,15,21,21,28.5,30.0,31.5,36.5,16,11,15,19,17,21,26,31,27,10,11,12,10,19,18,21,20,29,29,32,32,10,11,11,12,9,16,15,15,23,24,6,7,9,20,21,24,30,31,35,10,10,11,16,15,11,15,,,44,44,55,46,11,12,13,16,26,27,29,32,15,15,16,16,7,7,3.02,3.17,95.54,92.49,65,74,142,187,0,1,3,3,4,3,6,6,39,54,52,54,12,40,0,0,0,1,52,51,15,18,20,26,24,28,29,29,25,29,30,30,0,1,3,2,76.67,91.67,73.02,80.45,69.7,94.4,77.77,80.62,72.7,100.0,71.4,81.4,75.8,100.0,79.4,85.0,24,37,39,43,43,1,1.0,0,0,1.08,1.33,1.09,1.25,89,80,80,169,249,8,16,1,0,0,3,3,,3,3,0.6180919408798218,0.26409149169921875,0.44109171628952026,9,23,,,,,,,,,0,2.0,,7.0,7.0
ID_43A40173C81CBD21,1,2,1,1,9,10,2,12,-1.9823359251022339,3.301659107208252,2.266622431839508,-0.30205991151084466,69,77,84,90,0,5,5,5,7.5,17.0,17.0,19.0,12,4,8,8,9,8,13,15,16,4,5,7,7,6,15,15,20,9,25,20,29,3,10,5,9,6,11,12,11,20,20,5,9,8,12,19,16,17,29,23,5,10,7,4,9,11,11,,,31,37,36,38,5,8,9,10,12,17,19,22,7,9,10,12,2,5,1.44,2.16,100.0,42.11,9,20,13,41,0,0,3,0,5,7,6,9,42,32,45,44,0,0,0,0,0,0,0,0,6,5,13,14,0,1,10,12,12,25,29,28,0,0,0,0,66.67,96.3,64.91,75.96,63.16,80.39,59.26,67.6,69.8,98.2,57.9,75.3,66.6,94.7,55.0,72.1,0,1,10,12,12,3,2.0,0,1,1.33,1.08,1.42,1.08,45,63,24,108,132,18,40,1,0,0,2,2,2,4,3,-1.5430065393447876,0.48576414585113525,-0.5286211967468262,-2,3,,,,,,,,,0,10.0,1.0,7.0,7.0
ID_BB12CED680895743,1,2,1,5,1,6,0,6,1.812876582145691,-1.225018858909607,-4.131571711230267,-2.2617538260680368,77,85,93,98,4,7,8,6,10.0,18.5,19.0,22.5,17,4,9,9,9,11,16,16,17,7,7,7,8,14,18,16,17,22,27,25,27,8,9,9,10,8,8,8,13,13,14,5,5,6,18,15,15,27,19,21,9,4,6,7,10,9,10,,,34,36,39,48,10,10,12,14,26,25,28,30,16,15,16,16,6,2,2.38,1.42,74.47,91.3,33,12,57,17,0,1,2,0,5,4,6,10,31,34,51,48,0,5,0,0,0,0,0,44,10,8,11,15,3,8,9,9,28,26,27,27,0,0,0,8,77.27,98.15,71.43,82.28,71.43,83.33,70.0,74.92,73.0,85.9,66.6,75.2,74.2,94.7,63.5,77.46,3,8,9,9,9,1,1.0,0,2,1.0,1.08,1.0,1.0,81,66,59,147,206,9,24,1,0,0,2,4,1,4,3,-0.5825183391571045,-0.3270355761051178,-0.45477694272994995,,,,,,,,,,,0,1.0,1.0,6.0,
ID_DB801F7398CE1598,1,2,1,5,11,16,-1,15,1.6763516664505005,8.42386245727539,4.6029655267232155,-3.745426851381734,80,88,95,101,9,12,4,15,20.0,25.0,18.5,25.5,12,7,13,14,14,14,22,23,24,7,9,9,10,14,18,17,17,20,27,26,27,6,9,9,10,11,12,11,15,16,18,4,4,7,21,16,19,30,24,26,9,8,7,7,11,10,12,,,51,50,55,50,13,9,10,15,27,24,27,32,14,15,17,17,5,7,3.31,2.93,95.33,95.55,46,28,86,41,0,2,0,3,6,9,9,10,36,35,51,53,8,0,0,0,0,1,56,48,14,12,14,16,5,10,21,20,21,26,30,29,3,2,7,8,79.37,100.0,64.91,81.43,77.78,88.89,77.19,81.29,74.2,100.0,76.6,83.6,80.3,100.0,77.7,86.0,5,10,21,20,20,1,1.0,0,2,1.08,1.17,1.08,1.08,71,71,44,142,186,18,16,0,0,0,3,6,5,6,3,0.377969890832901,0.042418841272592545,0.21019436419010162,,,,,,,,,,,0,2.0,0.0,7.0,7.0
ID_83B4EB43A2DEDECA,1,2,1,2,-1,1,2,3,-1.050598382949829,-5.873900413513184,-6.866108949183751,0.02038877203162026,103,111,119,124,1,6,6,4,10.0,14.5,13.0,14.5,12,1,4,2,5,5,7,7,11,4,3,5,6,13,11,7,11,18,19,14,19,5,8,7,8,6,4,5,7,5,7,1,1,2,17,12,12,27,21,17,10,9,5,9,7,8,8,,,20,27,17,23,3,9,,11,13,22,,25,10,13,,14,7,7,3.45,2.91,89.96,85.78,82,81,221,189,0,0,,0,4,4,5,7,33,32,41,44,0,0,0,0,0,0,0,0,10,15,13,14,1,3,2,4,0,6,2,9,0,0,0,0,81.67,100.0,63.33,81.67,79.37,96.08,62.32,79.26,82.4,94.1,5.42,76.9,79.4,100.0,61.4,80.26,1,3,2,4,4,1,2.0,0,1,2.17,2.0,1.92,1.75,85,91,84,176,260,6,,1,0,0,3,7,2,1,3,-0.5825183391571045,-0.17925381660461426,-0.3808860778808594,,,,,,,,,,,0,0.0,3.0,6.0,5.0
ID_7808EC192780FECE,1,2,2,8,1,9,-1,8,5.017663955688477,2.301659107208252,-1.733377568160492,-3.2617538260680368,84,92,100,106,4,2,1,2,8.0,8.5,16.0,15.0,9,4,7,6,10,8,13,14,16,4,6,8,6,7,16,12,14,13,24,20,23,6,8,8,9,5,9,8,7,14,14,2,5,6,17,19,20,25,28,28,8,9,8,10,11,7,9,,,27,29,32,32,4,8,4,6,9,19,15,19,5,11,11,13,3,5,1.24,1.55,92.59,97.75,15,11,26,14,0,0,1,1,5,2,6,4,31,25,32,41,0,0,0,0,0,0,0,0,13,10,7,7,0,8,9,8,8,24,25,25,0,0,0,0,63.64,94.12,63.49,73.96,74.6,96.08,76.39,82.36,63.5,96.5,71.7,77.2,68.25,100.0,54.4,74.2,0,8,9,8,8,1,1.0,0,0,1.33,2.0,1.42,1.08,91,92,77,183,260,4,,1,0,1,2,2,1,12,3,0.13784784078598022,-0.3270355761051178,-0.09459386765956879,-2,11,0,30,,,,,,,1,3.0,0.0,7.0,7.0
ID_579FB059E3A9EF6F,1,2,2,15,21,36,6,42,11.539826393127441,28.072744369506836,31.3375027646767,2.3678392688764873,63,71,79,85,6,5,10,8,10.5,15.5,25.0,24.5,11,6,9,12,12,13,16,21,22,7,7,9,10,11,19,19,18,18,28,27,26,7,9,8,8,11,15,17,20,24,26,9,9,9,23,21,24,33,33,35,10,12,11,11,10,16,13,,,33,42,54,60,2,7,7,9,9,18,22,21,7,11,15,12,4,6,1.79,1.81,72.34,72.73,26,29,34,47,0,2,1,5,4,8,8,9,38,40,46,62,0,0,0,0,0,0,0,0,15,19,17,15,7,22,28,30,25,31,30,32,0,0,0,0,48.48,96.3,38.33,77.2,55.56,96.3,57.89,69.92,68.2,96.5,68.3,77.7,71.2,96.5,61.6,76.43,7,22,43,49,49,1,1.0,0,0,1.83,1.33,1.33,1.0,55,70,51,125,176,,33,0,1,1,1,9,,6,3,0.6180919408798218,0.19020061194896698,0.404146283864975,,,,,,,,,,,1,0.0,,7.0,7.0
